m/z,RT [min],Name,Tags,Foston_In_1-A_Met_LC_HILIC_Neg (F32),Foston_In_1-B_Met_LC_HILIC_Neg (F33),Foston_In_1-C_Met_LC_HILIC_Neg (F34),Foston_In_1-D_Met_LC_HILIC_Neg (F35),Foston_In_1-E_Met_LC_HILIC_Neg (F36),Foston_In_1-F_Met_LC_HILIC_Neg (F37),Foston_In_1-G_Met_LC_HILIC_Neg (F38),Foston_In_1-H_Met_LC_HILIC_Neg (F39),Foston_In_1-I_Met_LC_HILIC_Neg (F40),Foston_In_1-J_Met_LC_HILIC_Neg (F41),Foston_In_1-K_Met_LC_HILIC_Neg (F42),Foston_In_1-L_Met_LC_HILIC_Neg (F43),Foston_In_4-A_Met_LC_HILIC_Neg (F44),Foston_In_4-B_Met_LC_HILIC_Neg (F45),Foston_In_4-C_Met_LC_HILIC_Neg (F46),Foston_In_4-D_Met_LC_HILIC_Neg (F47),Foston_In_4-E_Met_LC_HILIC_Neg (F48),Foston_In_4-F_Met_LC_HILIC_Neg (F49),Foston_In_4-G_Met_LC_HILIC_Neg (F50),Foston_In_4-H_Met_LC_HILIC_Neg (F51),Foston_In_4-I_Met_LC_HILIC_Neg (F52),Foston_In_4-J_Met_LC_HILIC_Neg (F53),Foston_In_4-K_Met_LC_HILIC_Neg (F54),Foston_In_4-L_Met_LC_HILIC_Neg (F55),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299.22209,0.643,,MS2 available,6028745.278,6181855.918,6785353.836,306564.6659,262823.5825,318046.9186,30670343.7,39650257.56,32709567.78,819871.5227,433254.5755,59027.11865,1381824.94,6655.895268,1295359.855,722672.1343,511684.1946,395124.1818,3326208.656,2287989.56,2453047.888,5199593.136,3297857.816,4569064.656,52516.69872,53394.38803,36862.75801,54860.09705,40947.67977,52244.57351,37723.3,41320.73924,40970.50952,36276.47863,39181.42393,38439.02791,39941.42625,64714.75788,44571.26915,47262.30761,48216.8056,37795.03083,36502.88908,40735.09956,42727.96014,44582.77387,45203.51446,41077.27403,40686.79984,40792.04643,37842.43372,39650.62101,36558.11698,41560.95069,38681.06659,38268.71458,37159.12577,44490.36819,40845.44858,41209.96241,38280.76377,37493.40118,38448.72621,34793.57016,71993.7504,48080.74834,71326.24323,54016.93693,51105.90467,49846.17156,45354.39721,42542.21539,45445.67766,42499.45931,67409.01398,43488.54612,38633.12142
352.94338,5.77,,MS2 available,104531341.1,80417410.52,86136759.18,83451900.07,85781315.18,78137818.36,78656023.02,81886207.78,89984179.36,78845919.72,69383399.78,69764301.61,89553968.88,16470.20504,81179199.84,79092399,87452449.76,84028775.64,74208129.02,66492146.68,55658005.64,81009338.68,81820480.81,71939148.33,1104503.837,362877.9814,210841.3572,239240.6247,933809.0534,863071.6722,380840.6991,483765.6143,864172.1286,16526.94924,457464.4592,762394.3693,478579.1901,239511.6224,738640.0795,811912.1539,654967.1171,476618.389,15774.22109,456882.3477,32819.54138,479636.7783,16970.8653,213230.3874,227750.518,472978.7955,487851.9359,265330.5691,720422.9778,411179.3226,421939.6432,270475.9706,775388.3722,897604.4346,731389.88,826324.6899,264980.8225,173209.1653,396585.0569,16087.87421,1185320.569,1073848.668,909223.0576,1404593.953,1115285.439,1211802.745,891269.8823,722243.5551,1465071.673,394977.6616,242811.2496,1024538.755,955526.5449
129.05523,2.35,,MS2 available,89314908.24,70666265.58,87184052.38,137969289.5,109630829.7,122907859.3,167144940.8,75880741.58,95885921.33,100504965.7,167588568.2,125427253.1,35521991.97,11104249.48,36303567.15,59582278.53,65329043.42,54868323.29,120898671,120648751.1,100815177.4,290710813.1,383727208.7,314790966.7,1264387.615,2055990.892,2506933.207,3085676.93,2766924.237,2192038.564,3009692.075,3009504.774,2211396.284,1407680.513,3462778.365,3417000.997,3436314.486,1580163.879,2753194.276,3207926.693,3220123.602,2841192.771,1711926.898,1785083.9,1587048.27,1938511.546,3345218.392,1755124.862,1458869.713,1382981.8,1495093.513,2791564.238,3136257.295,2739467.122,3351611.202,3639789.473,2858187.366,1571340.22,1813264.029,1712451.862,2133799.664,2188137.729,1782142.798,3873405.003,2841761.488,2986697.365,1479793.294,1374422.768,1533665.574,1554243.459,1232248.635,2883838.478,1885979.077,2606426.152,2625038.307,2316041.615,1310446.429
146.0816,4.295,,MS2 available,81226334.08,59177434.63,69798042.38,7508284.595,5779964.241,7472645.173,385713.5319,324305.2569,401114.5675,18865.36511,37962.42635,27997.20351,14394.28411,12461.2087,16417.61344,165161.8388,103313.0314,82944.0041,82255.31976,66408.29957,30002.25625,221382.6926,152044.9485,160717.175,12109.31466,406031.2694,215183.0893,851833.5166,175217.312,671879.1756,264575.2869,12719.91306,12683.96136,12702.6429,12557.15915,13208.46512,12796.96894,13983.73148,190012.258,106304.1066,105540.9124,12423.94751,140677.6254,264079.7259,249460.7779,583752.6384,1382403.479,13279.02738,12452.76399,12296.10857,12594.58808,12269.12183,12636.77613,12847.54968,12836.7921,13298.93253,12385.2911,518751.6526,340354.0532,407187.1597,12892.73187,12446.67365,12700.52107,12543.60075,13161.67819,12667.36672,14389.08638,13496.42213,13316.04652,13462.10064,864358.9451,897161.4381,1271050.825,12607.12112,12191.21979,12582.55614,13277.46507
145.0135,4.79,,MS2 available,51462162.81,48881201.25,49486142.12,42390530.99,42051612.24,42803862.52,35423280.63,38387578.22,32658235.48,30280239.95,23418146.37,24818117.54,47243517.44,96938.5739,45805917.82,39178202.61,46972404.22,48157567.21,46554462.99,44609034.4,43426274.18,24737208.56,23858592.39,26139798.36,1867879.771,1004457.631,1101294.188,709372.9888,1481311.244,1500769.777,1159183.469,1365192.142,1554224.12,237501.0246,1232380.18,1543260.06,1486792.522,1248744.077,1582086.945,1501592.079,1337794.068,1322554.421,252924.4101,1115817.184,878693.2357,1270429.889,778227.8741,1196871.419,1032657.278,731168.5362,1101827.081,1132333.444,1504740.355,887423.7075,1154925.475,1445854.782,1263554.33,1581104.966,1278354.569,1690785.235,880333.4222,813919.4789,810628.5235,785979.0255,1946598.858,1833583.393,1809461.847,2408918.042,2010987.465,2187967.57,1998893.532,1357973.425,2628607.901,1024134.928,1024459.521,1567003.352,2090452.34
277.08608,4.866,,MS2 available,33190383.05,26013501.06,28108556.56,19699367.4,18471407.64,13097116.33,10436501.44,10267918.25,11636927.85,3900297.892,3651709.519,3092667.374,27773712.81,6485.0454,27524031.06,16514910.17,16299372.56,16463230.07,9404140.852,9775342.638,6413487.53,10541785.46,15850917.45,10860642.76,1760091.492,32936.60996,32730.09549,30897.41026,29141.31557,30016.65222,30627.07237,30180.42671,30716.99558,33274.55702,31079.51509,30532.80983,31579.09061,32437.2401,29656.93704,31582.60946,31828.97148,30069.36215,34588.81308,30364.35009,30154.14501,31558.31384,31536.94526,32259.47585,29647.9146,30010.0045,31897.71423,29569.25933,29506.30807,29857.34718,28862.03911,31671.97777,28937.77483,28613.69528,29302.73239,28343.94946,30940.2902,31323.64144,29366.55749,30376.95188,3958680.454,1432366.031,3545864.614,3721823.123,4150746.532,3207441.366,5451034.397,2183374.15,7737370.385,3567437.34,634964.1687,4356378.945,46097.9824
231.09846,4.961,,MS2 available,5029297.645,2597291.277,1988719.144,18087003.34,26349540.41,5791557.002,1047851.808,506584.5732,3181525.82,3628526.129,587188.0389,901486.3235,5493727.128,7269.167201,5391680.453,37816305.74,38108415.39,40685546.7,1881710.76,2951073.582,1408257.769,2492805.997,2498860.01,951396.9167,2214461.965,1063344.861,951372.6229,918260.4567,1964577.383,2194700.491,1044263.318,1449350.309,1600674.953,667345.8437,949615.4618,1562796.85,1142766.872,1225734.972,2026986.442,638494.7884,1737549.918,1148822.007,418514.6059,1459379.26,1315971.579,1927396.909,753460.3885,915633.4129,2191382.179,1559509.692,1302435.298,1315423.284,1083555.814,530498.7896,853151.7887,940679.0854,1760871.818,1645275.009,1450210.368,2518472.38,1385468.807,941526.791,1158073.827,785521.5658,455014.3747,1687245.255,1063823.847,529673.3198,1641847.998,1417250.471,1640524.157,2044134.401,1368864.917,1512416.123,1463108.43,2575737.914,1488144.879
759.51716,0.948,,MS2 available,152290.1093,48708.97071,101867.0415,4472614.842,17979617.15,26077488.15,25809.10626,50313.65307,37402.32919,11517580.19,882167.9552,17319140.76,42278.87393,6185.82481,38753.00429,41790.19327,39795.23566,39225.44305,29211.91955,34976.25602,27822.9239,22784.89248,39442.49881,40701.1319,1402811.315,1319721.169,12405.45256,1157283.172,1304912.916,1185483.256,814487.3246,1279139.621,777672.4955,1314905.324,1315359.91,1257857.98,1275696.652,488736.0932,1152636.379,370656.5939,286501.6008,842749.8027,2036219.666,641864.331,930800.7918,1274312.747,1214626.492,1302530.466,864723.0937,971680.8999,739700.7054,601935.8035,405783.3871,13450.41082,2074176.571,37293.58112,1125042.598,847868.5364,792247.9864,777282.3956,122431.09,56724.68949,1332918.896,1280211.396,1168054.793,654803.8447,725085.0683,1431916.547,1159335.666,1400256.989,901474.6475,185193.9219,1116974.216,523654.5873,22422.07665,870495.5764,658679.0567
188.05598,4.838,,MS2 available,27274199.05,23512610.89,22117036.47,5469325.473,4329543.927,4660506.02,9289394.44,6222215.164,8763724.096,18873847.92,17106911.91,20821543.95,2827693.153,63862.97205,1713511.179,1395728.393,2878933.877,3347758.167,6122168.224,3767469.11,5127869.402,11682870.27,20469098.95,10675546.12,993411.6053,1659930.981,2899522.093,950195.0151,2133959.968,1956021.195,1006117.59,1516969.629,1517288.729,896330.8633,2420172.366,2691222.889,1442617.664,2052098.98,2342963.964,2849358.99,2236181.198,1167797.925,834760.0497,1223904.533,975461.3365,2459946.371,954424.5824,1241858.198,1325982.42,1121746.605,1202165.514,1206449.375,1248832.852,2194647.989,2333526.474,3715259.409,2012991.323,1185881.562,1266522.392,2264240.591,1675618.477,2259706.637,1155308.079,1964654.116,2734134.203,2900897.517,1318583.066,3152382.189,3035529.48,2862918.343,1464723.835,1174505.143,2981103.744,1431267.54,2868369.583,2052489.378,1672338.799
254.96797,5.771,,MS2 available,71269838.61,57818102.97,61021809.54,59896384.96,60597140.5,55967898.39,55583985.13,57316657.53,62335819.22,54931471.23,50508780.38,51523478.36,62410860.7,18532.11948,58167413.06,57774881.04,62071052.68,59718531.81,53076335.53,48384646.51,39811654.86,56885961.65,58067296.15,53012511.64,898879.6038,1883163.518,1668005.102,989587.6503,875451.9077,2362075.067,1773804.932,1592374.568,1200215.761,429596.4252,1634945.931,1870274.824,2729471.123,1555653.329,1155899.816,1778658.544,923328.0782,1334138.593,1961136.534,1677555.008,1577872.661,1725724.057,2266187.975,2887004.976,1142939.412,711835.6924,1655025.403,1900824.711,2395952.577,1592438.472,1840047.57,1297055.945,1715901.55,1944076.791,1154052.97,1194660.856,2021997.907,1840519.546,2067648.641,1224931.918,1669975.611,2512990.141,2408515.242,862855.9994,1488415.32,1766159.68,1138530.453,2127662.295,732173.128,1098253.962,1958574.974,1696096.26,1556697.758
203.01942,4.724,,MS2 available,251751.9508,113189.9742,368656.2062,839992.4035,813731.8589,951739.2886,8288040.781,78632.93788,994533.583,1590208.249,21137809.97,31333279.68,62763.94822,8624.957082,68915.09021,112092.8502,16303.39031,31371.61741,68137.0774,57268.91615,33235.38357,18106466.93,13644432.08,16621242.67,1885860.815,637823.3476,472284.2623,756707.3385,2279233.881,774576.9164,722112.7322,661818.0356,600841.9706,601957.3348,720632.825,625827.6869,702091.68,605162.5892,804029.0219,2474051.342,915121.4512,801869.8874,468017.0478,625088.1432,744347.0127,746665.5683,598590.087,717487.7196,897789.9282,2274232.422,620543.5443,803395.5098,383863.7578,736208.5939,826360.4587,524318.6374,1701237.167,837598.9923,602930.3475,828833.4856,290165.1549,204927.1324,1225926.441,621519.2404,244435.5155,814650.8875,462038.8889,396319.9667,539825.5223,626784.0271,870302.9541,881495.1745,699872.7274,753527.3079,424873.583,743658.4204,623995.7495
639.10752,5.848,,MS2 available,12270009.89,12819071.54,11579737.61,10450715.92,10361795.88,10352452.26,19802843.74,13715627.03,18933382.94,21333987.14,13912536.11,16241359.69,24129978.38,24385.37138,18346050.09,14606438.74,16605618.9,15390915.22,21186018.61,13163451.35,11688205.11,12691644.52,14141187.8,10944720.71,20740.58577,21311.94182,20749.4719,19637.26897,19150.33677,19046.37155,19316.25205,19851.55371,19234.45912,20006.29029,19812.27041,20277.35451,19539.1387,21903.63741,18708.77749,19880.08895,19731.96814,19029.41072,20625.49052,19691.89801,19468.49827,19597.75995,20598.81225,20223.0905,19180.24629,19580.20877,18732.57277,19326.04844,19640.82748,20818.74429,19466.21768,20531.28526,18977.74143,19165.95261,19506.72609,19380.64643,20034.55649,20022.67204,19348.04124,19712.85739,20853.75387,19431.2332,22123.297,20466.50666,21620.01995,20414.46021,19972.49434,20676.32086,20531.43485,19670.01529,19823.68475,19362.3985,19818.56258
115.03961,2.638,,MS2 available,182490045.6,166577128.2,162547340.3,293342197.3,281331960.8,206044464.2,222527826.1,161834433.2,234126204.3,178512771.7,224439673.3,210752770.2,77441357.4,11420147.56,77478725.73,183983040.8,211063929.3,147369663.1,131901333.2,132288441.2,112664684,282605256.4,309690683.8,200239837.9,2526349.322,3080051.005,7844436.508,6353873.646,13637776.08,6273226.15,12271871.52,2851846.175,28280972.1,3163268.674,4208172.467,24514972.86,5847056.522,41995713.72,7225896.739,12257431.49,12399329.75,37428448.64,8621608.927,30320030.86,5702066.432,10000581.93,3998308.373,3708122.519,3611096.958,2149347.722,7987452.708,8809378.654,26997281.39,8703363.022,36557525.38,5312779.317,23260825.35,4386356.144,4787568.154,11322484.18,1706316.111,2312840.839,2113181.932,6883143.617,2073921.62,8636402.306,1938902.6,7502712.882,7328524.329,11616338.39,10722817.11,6352651.935,9839121.352,3559523.098,2485969.182,3041260.656,2500138.379
450.92167,5.77,,MS2 available,48287053.84,36646228.64,38902628.27,37838392.1,40066814.33,34103207.39,34264047.03,36494882.28,42348984.2,36006786.88,29819376.59,30518671.15,41530056.37,14418.72048,36638786.04,34869399.27,39467305.42,37170301.41,33864177.34,28367083.19,23145898.22,35674482.38,36760336.42,31012190.27,11676.22751,10920.64074,11549.08168,10926.28358,11394.14996,11012.94768,11190.55104,11238.25311,11121.28662,11099.37187,11148.45745,11058.2553,11559.59814,12383.78681,10895.41429,11278.49261,11165.51803,11654.0373,11069.36614,11769.33148,11010.832,11356.01351,11596.07837,11224.61226,11082.02343,10799.48301,11432.42969,10719.22432,11355.52941,11096.87137,10929.50174,11301.10265,10842.84657,11206.64478,11327.33402,11476.57145,11190.69438,10960.95556,10980.75294,10895.09627,12125.80927,11184.39036,11937.00795,12593.32634,11914.49109,12174.94049,11695.15572,11831.71819,11822.13691,11455.39869,10426.67588,11241.11722,11638.41132
275.12515,4.801,,MS2 available,25892590.4,23232879.48,27507877.49,4272275.988,4278506.86,3009324.249,13775.31202,36376.54395,29049.4129,24394.75902,22639.30077,30429.41116,10717.00679,6468.557487,9893.005892,52288.00956,34298.40938,47778.20748,15052.85405,12477.92703,11908.04159,19379.41035,29837.91796,22760.03524,13754.16303,12221.66578,4790315.163,12908.64283,115220.3426,12677.90984,13508.41003,12643.0893,12712.33522,12424.69701,12328.59058,13478.55432,12702.34828,682664.7612,13144.23135,13169.05939,13250.77201,656514.707,6312065.031,9331819.607,12811.21761,13548.71769,13639.43692,12861.71184,12915.77702,12824.73893,101593062.8,12502.95394,12472.84683,12864.77326,12556.01142,12370.2694,12317.82361,13283.23298,13418.23788,13084.03638,12095.37935,12846.19679,12655.71882,12432.13591,14811.15944,12837.15593,14685.27264,14699.51014,13714.22275,15145.57291,14983.11937,13979.58863,16098.78175,13213.13841,12067.84955,13517.50547,12672.40616
158.98815,5.771,,MS2 available,86087790.91,74144581.9,76198098.13,77427485.02,75398659.8,73604308.1,72993757.17,74571417.09,79055540.5,69795127.85,68815746.74,70191328.45,78128987.64,430799.9123,75986685.59,74831077.89,78151833.88,75227969.19,68481047.38,64881397.42,55803541.62,74163603.98,75564108.26,72067590.79,11665.01141,10650.57624,11271.94394,11216.10918,11233.59282,10940.68294,11426.4511,10988.88905,10833.82901,9925.032091,10750.57379,10928.80725,10854.65446,19527.46909,10720.2628,11433.36314,11718.46048,723880.8945,675287.0369,1966411.103,13761298.49,24779423.55,31694170.04,22832783.51,16924588.64,11834332.59,11179.10421,10533.95087,6905761.412,10437.31097,833531.3713,10280.86711,1284226.12,48718862.58,21091326.47,20156607.9,7912347.591,7315049.809,10706062.27,10622.8525,4058599.161,11117.28836,11239.96077,32977368.44,21452870.79,22011508.43,16628718.35,10105494.16,22247047.39,7403934.49,749840.3286,11286832.25,10397.60897
295.26354,0.904,,MS2 available,236604.9561,305375.273,464668.121,816797.0868,672519.2994,394648.476,3738724.307,2599962.813,6561810.449,5342137.067,3389320.732,5095284.549,8652724.945,5220.741909,6787696.963,6823691.445,7566457.237,6856381.089,16107533.43,9324749.896,11310810.77,2994906.011,6548251.864,4649137.008,26862.97625,32966.66947,34379.5715,30505.18783,26305.18703,28938.794,28263.39794,3112812.301,1484028.927,35750.44286,3683884.017,3776768.422,3675618.37,66417405.09,28892.19835,28936.17168,28451.79631,26272.53743,35255.18541,2098458.507,28992.04438,28581.80799,43712.08685,30893.372,29157.20858,31442.47049,1158187.64,26744.62506,37476.93785,33720.27236,28165.56083,40320.62149,28165.62011,66471.86214,28308.31979,27481.05962,28725.94179,37242.78105,27545.02336,28522.59386,29201.07577,28880.15529,32062.31628,29022.99935,33113.74011,28898.3608,27986.09521,28839.64751,28433.33529,25768.77653,34920.55219,27332.46165,37380.69254
185.00868,4.571,,MS2 available,240359.2721,189640.7866,91568.19782,799575.0734,764774.8793,666823.5661,3621439.077,2069742.643,9534908.857,462267.3576,21179598.7,4336546.563,30458.21043,8785.018454,147364.6347,537376.6371,79359.64832,46809.37552,48744.0295,177094.792,99033.60289,26378783.79,27755420.02,31953455.49,10844.58668,10228.37752,10444.41835,10896.55618,10441.94756,10398.46764,10559.2934,10198.14639,10314.22879,9932.169707,10207.8544,10637.77561,10209.58628,17300.08308,10397.21214,10702.43431,10529.06107,607944.8377,410681.8826,4114224.926,21786826.02,12977423.09,15106093.99,11179950.51,19423013.91,17041112.98,11007.14963,10014.11364,3212739.048,10558.20222,205496.1678,9912.398761,1284226.12,30531727.27,24981148.29,16850550.23,9795650.369,9707161.228,11379306.78,10203.20558,1501550.904,10459.76401,11795.21609,13641399.22,11009991.94,6070044.235,17442091.6,13501481.77,12803610.16,11503977.17,1478458.361,11325072.34,10280.15963
440.07952,5.415,,MS2 available,15296183.05,11450543.49,8407073.334,20296148.28,15963573.38,16322888.26,11446283.63,11421025.24,11903169.55,18527052.56,16627262.37,21766729.33,8303685.583,8074.437532,6151572.667,13159018.67,11782618.39,13370209.41,8694306.504,9819015.336,6464779.328,20991787.09,21446045.42,15924209.73,15434.65401,9483.291043,14882.24821,9713.90751,16250.9496,10077.59965,16714.70216,9642.551057,13828.89959,9086.529017,9318.73359,14932.98489,9513.355091,10792.13909,12776.43639,12804.64188,12048.68973,16367.28787,14368.8802,16136.28523,14297.74805,14693.42269,15098.62647,10176.39936,9678.401166,9387.499605,9821.177429,10021.42009,12569.01625,10527.8245,12898.69409,9843.68964,12453.31584,14826.17636,10861.54452,12546.67892,10113.49752,9400.76,10055.08966,8814.20654,1020137.789,12321.88292,1885186.068,678019.7942,1011807.493,999064.1087,14057.50114,11614.70534,34346.78201,9860.02162,9145.069006,10390.07,9547.013148
111.04473,4.631,,MS2 available,5672928.575,4481579.173,4329387.915,21926655.99,26113352.73,19132923.85,197929.1136,15674.02502,34440.56858,357354.1991,77289.69104,115146.3636,8727.49242,6947.101976,8212.218262,288973.6954,229087.0715,227762.3879,13758.73828,11623.5033,8513.41107,139124.5061,84313.68999,61319.78419,10554.49237,10600.57912,10963.5019,11163.45728,11180.85884,10925.69289,11372.81179,10509.91599,10782.97165,10151.20966,10700.10726,10877.50403,10198.22731,19435.80108,10669.93855,11379.69138,11097.7753,11389.55919,10330.64577,859233.0121,11153.28741,11411.38569,377721.5096,138357.1398,648618.3107,53628.45806,11126.62602,10484.50123,568051.2691,10680.92191,10603.3688,10232.60553,10696.59203,11707.18363,11435.69581,11387.72735,1552423.381,1570060.402,2352489.288,10572.98553,6989393.46,11065.10035,4488569.932,6223360.399,3218381.766,10224827.31,6503346.708,1166762.362,2158142.409,4394265.298,10637.79958,4948298.629,10348.79936
285.20696,0.65,,MS2 available,525567.1759,563322.391,511973.293,192149.5778,195323.7509,238163.6223,19608326.35,18713280.65,23929046.7,2224722.799,2931020.916,2721547.285,966229.0585,11471.21081,874895.2283,1775448.535,1177834.701,1791293.19,1899091.319,1628950.134,1812179.963,3764271.697,3974453.371,3830490.748,11013.01604,10303.79009,10318.12003,10691.34523,11803.88425,10845.26223,11185.48232,11486.40714,12016.27137,9717.065261,10232.51048,11043.83975,10244.43883,174183.8548,10766.03907,10754.13608,10594.89445,11563.9288,10166.17577,11273.85619,11063.82912,11476.87274,459670.9505,10939.09889,10902.33216,10656.2791,11127.83523,10395.98539,10896.87856,10412.8574,10878.43546,9929.991171,11415.93335,12506.76171,11764.04341,500918.9121,1659850.138,9924.781922,2685905.716,10429.70135,17220730.97,10458.50338,10967202.97,18669734.64,16357422.65,22644972.96,1773589.908,1592411.304,1588651.302,517161.3703,9715.992646,1033826.666,9668.239044
