Line Name,Measurement Type,Time,Value,Units
PVHG6-P-R3,"Pd630_LPD00367	",21,2.714628973,RPKM
PVHG6-P-R3,"Pd630_LPD00368	",21,1.31077799,RPKM
PVHG6-P-R3,"Pd630_LPD00369	",21,0.167404596,RPKM
PVHG6-P-R3,"Pd630_LPD00370	",21,0.238323271,RPKM
PVHG6-P-R3,"Pd630_LPD00371	",21,0.23179098,RPKM
PVHG6-P-R3,"Pd630_LPD00372	",21,1.197838894,RPKM
PVHG6-P-R3,"Pd630_LPD00373	",21,24.87803124,RPKM
PVHG6-P-R3,"Pd630_LPD00374	",21,2.950304158,RPKM
PVHG6-P-R3,"Pd630_LPD00375	",21,0.923083092,RPKM
PVHG6-P-R3,"Pd630_LPD00376	",21,2.222733995,RPKM
PVHG6-P-R3,"Pd630_LPD00377	",21,90.994588,RPKM
PVHG6-P-R3,"Pd630_LPD00378	",21,67.52492676,RPKM
PVHG6-P-R3,"Pd630_LPD00379	",21,19.33934739,RPKM
PVHG6-P-R3,"Pd630_LPD00380	",21,4.026967711,RPKM
PVHG6-P-R3,"Pd630_LPD00381	",21,43.97448741,RPKM
PVHG6-P-R3,"Pd630_LPD00382	",21,29.80309913,RPKM
PVHG6-P-R3,"Pd630_LPD00383	",21,42.46527945,RPKM
PVHG6-P-R3,"Pd630_LPD00384	",21,40.65567009,RPKM
PVHG6-P-R3,"Pd630_LPD00385	",21,31.31723907,RPKM
PVHG6-P-R3,"Pd630_LPD00386	",21,190.4035307,RPKM
PVHG6-P-R3,"Pd630_LPD00387	",21,48.95423257,RPKM
PVHG6-P-R3,"Pd630_LPD00388	",21,20.48697451,RPKM
PVHG6-P-R3,"Pd630_LPD00389	",21,29.12839978,RPKM
PVHG6-P-R3,"Pd630_LPD00390	",21,55.89580621,RPKM
PVHG6-P-R3,"Pd630_LPD00391	",21,8.098197352,RPKM
PVHG6-P-R3,"Pd630_LPD00392	",21,6.591555984,RPKM
PVHG6-P-R3,"Pd630_LPD00393	",21,8.593782543,RPKM
PVHG6-P-R3,"Pd630_LPD00394	",21,14.53814586,RPKM
PVHG6-P-R3,"Pd630_LPD00395	",21,54.20094642,RPKM
PVHG6-P-R3,"Pd630_LPD00396	",21,74.22776875,RPKM
PVHG6-P-R3,"Pd630_LPD00397	",21,1.456419989,RPKM
PVHG6-P-R3,"Pd630_LPD00398	",21,0.289995131,RPKM
PVHG6-P-R3,"Pd630_LPD00399	",21,0.754851824,RPKM
PVHG6-P-R3,"Pd630_LPD00400	",21,3.155576643,RPKM
PVHG6-P-R3,"Pd630_LPD00401	",21,93.02882679,RPKM
PVHG6-P-R3,"Pd630_LPD00402	",21,4614.610719,RPKM
PVHG6-P-R3,"Pd630_LPD00403	",21,60.44142954,RPKM
PVHG6-P-R3,"Pd630_LPD00404	",21,57.14069881,RPKM
PVHG6-P-R3,"Pd630_LPD00405	",21,169.4240468,RPKM
PVHG6-P-R3,"Pd630_LPD00406	",21,31.92920745,RPKM
PVHG6-P-R3,"Pd630_LPD00407	",21,8.438823401,RPKM
PVHG6-P-R3,"Pd630_LPD00408	",21,23.58565492,RPKM
PVHG6-P-R3,"Pd630_LPD00409	",21,400.2948272,RPKM
PVHG6-P-R3,"Pd630_LPD00410	",21,70.37029273,RPKM
PVHG6-P-R3,"Pd630_LPD00411	",21,64.94845896,RPKM
PVHG6-P-R3,"Pd630_LPD00412	",21,64.31004513,RPKM
